,betweenness,pagerank,clustering,closeness,raw_degree,is_high_risk,risk_score
BRD2,2.684897556620111e-05,9.626035324696592e-05,0.6209150326797386,0.1693485508704829,18,0,0.0
H2AB2,1.5456243683949356e-07,0.00010830254915965623,0.9723076923076923,0.17252324806312405,26,1,0.72
NASP,3.855457094848586e-08,0.00013097351707202503,0.8649193548387096,0.1710673767840854,32,1,0.8
H2AC12,6.378643065012428e-07,0.00012107011812628854,0.9402298850574713,0.1715249889806467,30,1,0.79
CHD4,0.0006218808758071832,0.00026678802465995627,0.44680851063829785,0.18518560417587193,48,1,0.96
H2AC18,0.0016649053241169932,0.00021339974395362334,0.5591966173361522,0.19276803545593102,44,1,0.97
SMARCA4,0.005597624187795,0.00037966969314892217,0.2906057945566286,0.2086326232014996,68,1,0.95
DNMT3A,0.0001388959944429937,0.00015580113099346958,0.5310344827586206,0.18568690928333914,30,1,0.76
H2BC3,3.458281308668118e-07,0.00010322537632512972,0.8115942028985508,0.17134563207338216,24,0,0.01
IPO4,0.0005818015766507075,0.0001413387506021697,0.803030303030303,0.17508347196813587,33,1,0.47
H2BC14,6.279269769485495e-08,8.349086860954143e-05,0.8830409356725146,0.1706270043392937,19,0,0.0
MACROH2A1,0.00019515531140697364,0.00013239605208024082,0.9092741935483871,0.17524470979212173,32,1,0.38
NSD2,0.0,5.935475364083309e-05,1.0,0.1710723377032857,12,0,0.02
hCG_2039566,1.6277866071726715e-05,0.00013520369292194205,0.6516129032258065,0.17257876721731907,31,1,0.76
ENSP00000499734,0.0,6.874634059532027e-05,1.0,0.1692222438618015,15,0,0.0
H2AC7,3.32095363490512e-05,0.00017598368169493168,0.5993031358885017,0.17395793167474866,42,1,0.77
H2BC9,0.0,3.6048335018265406e-05,0.6,0.17055793856137857,5,0,0.0
KMT5A,3.931751117412205e-08,0.0001502480790342961,0.903271692745377,0.1714850994483256,38,1,0.92
H2AC19,0.00011586813191520852,0.00015124348889306442,0.7040998217468806,0.19172177909657123,34,1,0.91
H2AZ2,1.5456243683949356e-07,0.00010480438405278151,0.97,0.1725182026385448,25,0,0.14
H2BC1,0.0007322671780158336,0.00011771577202935217,0.7272727272727273,0.17863572119499743,23,0,0.02
BRDT,4.4418637182521275e-06,4.584971879800395e-05,0.6,0.17025766050053107,5,0,0.0
KDM4A,4.5408982454828106e-05,0.0001420528896090419,0.803030303030303,0.17107729891022566,33,1,0.82
H2AC21,1.3215452417436418e-06,9.427331739618298e-05,0.8571428571428571,0.1710574558088036,22,0,0.01
KMT2C,1.7462499593745476e-05,0.00011839550446514902,0.47058823529411764,0.17580876858265485,18,0,0.02
SPTY2D1,0.0,7.563762724537961e-05,1.0,0.17061219982133274,17,0,0.0
H2AC1,1.363235891152966e-06,0.0001270358010371809,0.843010752688172,0.17354340494888212,31,1,0.81
H2BC12,0.000211215100068987,0.00024038512068536074,0.6560150375939849,0.19964422028639506,57,1,0.99
PHF10,0.0004010440324412656,0.000151289476966553,0.49798387096774194,0.18491277728739267,32,1,0.84
H2AB3,1.5456243683949356e-07,0.00010830254915965623,0.9723076923076923,0.17252324806312405,26,1,0.72
H2BU1,0.0008051629525897456,0.00010240530375294431,0.819047619047619,0.17912390067781256,21,0,0.03
ASF1B,2.3754222972972976e-08,9.11926141314964e-05,0.9761904761904762,0.1711616834766401,21,0,0.03
H2AC20,0.0007255812954969967,0.00023228569312441934,0.5505882352941176,0.17927632338618452,51,1,0.97
HAT1,5.168055027896588e-08,4.942510936371762e-05,0.5714285714285714,0.17175471440698775,8,0,0.0
ATAD2,0.0003145072608825499,7.342991671884687e-05,0.8666666666666667,0.18430616493337085,15,0,0.01
CHD1L,5.854490043339634e-09,0.00011022531952229149,0.9886039886039886,0.1712113603547352,27,1,0.78
H2AX,0.0006339000079838903,0.0001527155673130364,0.759469696969697,0.1953469574482549,33,1,0.74
H2AC4,0.0001627398005383402,0.0002524468902297852,0.6176626123744051,0.1928310480198222,62,1,0.98
DOT1L,0.0012221343634412137,0.00019843262682680467,0.7806763285024154,0.18975448472151316,46,1,0.95
TONSL,9.535845588235295e-05,9.51565841599052e-05,0.8888888888888888,0.1705382157504091,18,0,0.0
H2BC15,0.0,3.6048335018265406e-05,0.6,0.17055793856137857,5,0,0.0
H2AC14,6.378643065012428e-07,0.00012107011812628854,0.9402298850574713,0.1715249889806467,30,1,0.79
N6AMT1,0.0002496372092704113,8.82971575077745e-05,0.8666666666666667,0.16694270491913066,15,0,0.02
H3Y1,0.0,7.155571871366739e-05,1.0,0.16792164591580988,16,0,0.0
L3MBTL1,0.00010721689672337753,8.272143258339018e-05,0.7720588235294118,0.18541843221821155,17,0,0.01
H2AJ,9.55000461305006e-06,8.289316760843087e-05,0.3416666666666667,0.17242239561051065,16,0,0.0
H2BC18,0.0,5.332994417280773e-05,0.5777777777777777,0.17059246445987278,10,0,0.0
MSL3,0.0004362618622725667,0.000154548080747318,0.4939516129032258,0.18902484686690596,32,1,0.73
H2AZ1,1.1634373243690458e-05,3.7854650358311395e-05,0.4,0.16954811085627572,5,0,0.0
AARS2,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
AARS1,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
H1-1,0.00028595794530236946,5.820526040927676e-05,0.3333333333333333,0.15681138310487788,3,0,0.0
H1-5,0.0001907169117647059,8.009435277778737e-05,0.0,0.13173486871421172,2,0,0.0
TREM1,3.764387187020989e-05,4.824418740785542e-05,0.0,0.15952102274262847,2,0,0.0
HMGB1,0.001832839959155153,0.00020450909108133704,0.07575757575757576,0.19309615126096238,12,0,0.0
ATXN1,0.00019993247851239038,0.0001196570323356386,0.0,0.15585435722648353,4,0,0.0
CIC,0.0,4.4101795955959255e-05,0.0,0.1310471491952105,1,0,0.0
NCOR2,0.0008178151057950244,0.0002570467882028975,0.17316017316017315,0.18819867350526084,22,0,0.03
UBQLN4,4.762109911256004e-05,4.8705757193349215e-05,0.0,0.15611833538936115,2,0,0.0
ATXN1L,0.0,4.4101795955959255e-05,0.0,0.1310471491952105,1,0,0.0
EREG,0.0,6.178563887829711e-05,1.0,0.17511465612914182,4,0,0.0
GOT2,5.562576593137288e-05,0.00012690800701939154,0.7333333333333333,0.11683906239027117,6,0,0.0
GOT1,5.562576593137288e-05,0.00012690800701939154,0.7333333333333333,0.11683906239027117,6,0,0.0
GOT1L1,5.562576593137288e-05,0.00012690800701939154,0.7333333333333333,0.11683906239027117,6,0,0.0
IL4I1,0.0,0.0001345178315551398,0.4666666666666667,0.10233476313682714,6,0,0.01
TAT,0.0,9.034847630531437e-05,1.0,0.102327662596444,4,0,0.0
PIWIL1,0.00012035775320124627,0.00010877381402447068,0.0,0.1416585601667123,3,0,0.0
TDRD6,0.0,4.93273703839511e-05,0.0,0.12086312532827406,1,0,0.0
TDRKH,0.00035575916058129114,9.67316189965228e-05,0.0,0.1660405151154695,3,0,0.0
SND1,0.0001583026306534731,0.00011391493045171357,0.0,0.14756572496053635,4,0,0.0
IRF2,9.535845588235295e-05,7.464640750562377e-05,0.0,0.15010400562397966,2,0,0.0
STAT1,0.004605750924609693,0.00023395606001746052,0.18947368421052632,0.19843539494827775,20,0,0.05
NOG,0.0,5.7351696935306815e-05,1.0,0.12715742845797554,3,0,0.0
PTGER2,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
PTGER4,0.0,0.00015724829451638727,0.0,0.00022975301550832856,2,0,0.0
SOX9,0.00037345314013211527,8.278861258512144e-05,0.0,0.17432806587140284,4,0,0.0
SOX6,0.00010054097081370136,7.600233342009876e-05,0.0,0.16804123119277597,3,0,0.0
NR5A1,9.625644258859329e-05,8.606678105314006e-05,0.0,0.15919385311481005,4,0,0.0
GATA4,0.0012965013334320804,0.00019821353485952492,0.18181818181818182,0.17577733674083434,11,0,0.0
GFM1,0.0,2.0009779781751595e-05,0.0,0.11823714064423957,1,0,0.0
RBFA,0.0,2.5213438308573786e-05,1.0,0.118263214871843,3,0,0.0
RBM48,0.0,2.7240526648454894e-05,1.0,0.145147567074022,3,0,0.0
SCNM1,0.0,3.999999078676721e-05,1.0,0.1555707540025423,7,0,0.0
NUP50,7.768413802549717e-05,5.6724599236451144e-05,0.4,0.15677804292190184,5,0,0.0
MBOAT7,0.0,5.761541506686949e-05,1.0,0.10136759895218492,3,0,0.0
LCLAT1,0.002448805147058824,0.0002062647903545868,0.3974358974358974,0.11559585007490204,13,0,0.0
AGPAT3,7.659313725490196e-08,0.00012658649279579003,0.8214285714285714,0.10137805119562807,8,0,0.03
AGPAT4,7.674663051593383e-08,0.00012658649279579003,0.8214285714285714,0.10137805119562807,8,0,0.03
LILRB3,4.269214518932687e-06,4.2885587228105e-05,0.0,0.15985387152866706,2,0,0.0
INSIG2,2.08052680314885e-05,0.00011429192314287065,0.6666666666666666,0.14868525320787399,4,0,0.0
SREBF2,0.0005156942575578441,0.0001259811132851199,0.4,0.17870607152445928,5,0,0.01
SCAP,8.651610409654978e-07,0.00011349250431096631,0.6666666666666666,0.14868525320787399,4,0,0.0
HMGCR,0.0,6.514670140339343e-05,1.0,0.13173781060368478,2,0,0.0
PSPN,8.988563165224302e-07,0.0001017358864536188,0.4,0.13861614824875815,5,0,0.0
GFRA2,7.297549213319174e-05,0.0001004754545093533,0.4,0.1464811139506953,5,0,0.0
RET,0.0018907866181920483,0.00025460254779826106,0.23076923076923078,0.1655698285391788,13,0,0.04
GFRA1,0.00021104767054398607,0.00011584328888605209,0.26666666666666666,0.15024545809088458,6,0,0.0
GFRA3,7.297549213319174e-05,0.0001004754545093533,0.4,0.1464811139506953,5,0,0.0
GFRA4,7.297549213319174e-05,0.0001004754545093533,0.4,0.1464811139506953,5,0,0.0
CLPP,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
CLPX,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
TNFSF9,5.791147999937834e-06,6.78913288648185e-05,0.0,0.15141783467292283,4,0,0.0
TNFRSF9,4.983514011639738e-05,0.0001063174503738521,0.047619047619047616,0.16289071989568965,7,0,0.0
TNFRSF4,3.9993689790279564e-05,0.00014561172441515557,0.08888888888888889,0.16602649576489265,10,0,0.0
CD27,0.0001641637707249958,0.00014782172252539853,0.08333333333333333,0.16630264493184485,9,0,0.05
CD28,0.0004977237313123493,0.00028119671298075375,0.1523809523809524,0.17878731386641616,21,0,0.08
THOC2,0.0005749226433896501,0.0001256489803151884,0.7454545454545455,0.16357727923418464,11,0,0.01
THOC7,0.0,0.00010478755013645614,1.0,0.14236967348913723,9,0,0.03
THOC6,0.0,0.00010478755013645614,1.0,0.14236967348913723,9,0,0.03
THOC3,0.0005749226433896501,0.0001256489803151884,0.7454545454545455,0.16357727923418464,11,0,0.01
THOC1,0.0005749226433896501,0.0001256489803151884,0.7454545454545455,0.16357727923418464,11,0,0.01
CHTOP,2.9715478554030707e-06,0.00011530990362350033,0.8666666666666667,0.14237310954825508,10,0,0.12
THOC5,6.545321614905452e-05,0.0001442439465305392,0.5128205128205128,0.14457838882952798,13,0,0.0
CFHR1,0.0,3.587743394038051e-05,0.0,0.1327397543039626,1,0,0.0
CFP,2.8299084522579444e-05,9.317447257314961e-05,0.5,0.13996126556473382,4,0,0.0
CR2,0.00012751487305752313,9.439900430977308e-05,0.3,0.15678220966944137,5,0,0.0
C4A,0.00012392225320062927,0.0001633015897033819,0.42857142857142855,0.14183567168431635,7,0,0.0
B4E1Z4_HUMAN,2.8255372961434095e-07,9.91128696539426e-05,0.8333333333333334,0.1332223898153207,4,0,0.0
ENSP00000493607,0.0,7.651803444939569e-05,1.0,0.13619040565675633,3,0,0.0
CFI,0.0,7.651803444939569e-05,1.0,0.13619040565675633,3,0,0.0
CR1L,0.0,3.587743394038051e-05,0.0,0.1327397543039626,1,0,0.0
C4B,9.352032021275156e-05,0.00014288052328414658,0.5333333333333333,0.14024743048410446,6,0,0.07
CFHR4,0.0,5.613676708676788e-05,1.0,0.13470388922938373,2,0,0.0
CD46,0.00097508836609977,0.00012442924023764907,0.2,0.16229915594195946,6,0,0.0
C3AR1,9.403343935273022e-05,7.057553579374215e-05,0.3333333333333333,0.1440558588772259,3,0,0.0
CFHR5,0.0,3.587743394038051e-05,0.0,0.1327397543039626,1,0,0.0
CFD,0.0,7.816965876748573e-05,1.0,0.13274572832472378,3,0,0.0
CFH,0.00014698124485622863,0.0001543006015556969,0.19047619047619047,0.1520304989697026,7,0,0.0
VSIG4,0.0,3.587743394038051e-05,0.0,0.1327397543039626,1,0,0.0
ITGAM,0.00030712392252918083,0.00014418434505727144,0.35555555555555557,0.16713663184650518,10,0,0.01
CFHR3,0.0,3.587743394038051e-05,0.0,0.1327397543039626,1,0,0.0
CRP,6.292522367048191e-05,0.00011889833889002344,0.2,0.15105724216486738,5,0,0.0
CR1,0.0,7.616039380412655e-05,1.0,0.13275170288323695,3,0,0.0
CFB,2.8255372961434095e-07,9.91128696539426e-05,0.8333333333333334,0.1332223898153207,4,0,0.0
SH2D3A,0.0002889068724817591,9.156526108992069e-05,0.1,0.15160462134158467,5,0,0.0
PPIG,0.0,3.2882706665314794e-05,0.0,0.12802950388537201,1,0,0.0
SH2D3C,0.00017785276350959476,7.442488305166161e-05,0.16666666666666666,0.16379983953524743,4,0,0.0
PRSS57,0.0,4.8757187966312255e-05,1.0,0.13995462446079243,2,0,0.0
FOSL1,0.0,8.290779979926018e-05,1.0,0.16506022611215762,6,0,0.0
FOSL2,0.0,8.290779979926018e-05,1.0,0.16506022611215762,6,0,0.0
JUNB,1.5792407785771439e-06,0.00010135468867451159,0.7619047619047619,0.16507870214138523,7,0,0.0
JUND,2.019394324938622e-05,0.00011593356645259719,0.5,0.17254847961338482,9,0,0.01
APBB1IP,2.4219908351842592e-05,8.477707278681637e-05,0.1,0.15966782387869868,5,0,0.0
ENAH,0.0001907169117647059,9.682855606715223e-05,0.3333333333333333,0.14633939671609242,3,0,0.0
RAPH1,0.0,3.09577255760245e-05,0.0,0.1463212476689751,1,0,0.0
EVL,0.0,5.8180447401256764e-05,1.0,0.1463321365570015,2,0,0.0
FAT1,0.0,3.09577255760245e-05,0.0,0.1463212476689751,1,0,0.0
FBLIM1,5.0334263352881634e-06,8.206284621813808e-05,0.3,0.15555844683883763,5,0,0.0
BAIAP2,0.001034158812041721,0.000132903393730072,0.03571428571428571,0.17087412510565134,8,0,0.01
TENT2,0.0,4.741971857095518e-05,1.0,0.13705102853013035,2,0,0.0
CPEB1,0.0,4.741971857095518e-05,1.0,0.13705102853013035,2,0,0.0
CDC25B,0.00014323911995721132,0.00013806397284601133,0.5,0.16754963136282666,9,0,0.09
CDC25C,0.00037178054091407226,0.00017015409117940002,0.32727272727272727,0.16988012731525992,11,0,0.0
YWHAH,0.00012145654277578316,0.00011761451407467098,0.5714285714285714,0.17297347586859022,8,0,0.01
YWHAE,0.00029970963695521264,0.00019340264248971113,0.4,0.16913491086135676,11,0,0.04
YWHAQ,0.00011592988036517014,0.00013468372085930538,0.5277777777777778,0.17222104402599483,9,0,0.19
CDC25A,0.0,4.3472562627984424e-05,1.0,0.1418322615171764,2,0,0.0
GNRH2,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
MKKS,4.7679227941176475e-05,6.65110392898705e-05,0.6666666666666666,0.14749193471903194,6,0,0.0
BBS12,0.0,3.6009503785624566e-05,0.0,0.12508932379868956,2,0,0.0
RBM17,9.113433277564164e-05,6.285608216191212e-05,0.5333333333333333,0.14769133796561015,6,0,0.0
TLE6,0.0,0.00011486331265793704,1.0,0.0003446295232624928,3,0,0.0
OOEP,0.0,0.00011486331265793704,1.0,0.0003446295232624928,3,0,0.0
KHDC3L,0.0,0.00011486331265793704,1.0,0.0003446295232624928,3,0,0.0
NLRP5,0.0,0.00011486331265793704,1.0,0.0003446295232624928,3,0,0.0
S1PR4,0.0,4.4167460674039035e-05,0.0,0.12642436769512871,1,0,0.0
FNTB,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
FNTA,2.297794117647059e-07,0.00015724829451638727,0.0,0.00022975301550832856,2,0,0.0
SLURP1,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
SLURP2,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
UBA2,2.3997927538436788e-05,9.147699223957179e-05,0.6,0.15691983669891738,5,0,0.0
SUMO1,0.0023886474178701875,0.0002530392715795649,0.16339869281045752,0.19084721517380784,18,0,0.01
UBE2I,0.00025626003979009143,0.00017394208758453526,0.2545454545454545,0.1688154596217491,11,0,0.0
SUMO3,0.0,4.636831743147988e-05,1.0,0.14009754722545897,2,0,0.0
SUMO2,0.0016657454539008162,0.00020589933368310142,0.21978021978021978,0.18929780255503004,14,0,0.01
SAE1,0.0,5.744863873730943e-05,1.0,0.1568322279210507,3,0,0.0
CCL21,4.4339549504580405e-05,0.00013704242772202718,0.36363636363636365,0.15654505801083782,11,0,0.02
CCL20,2.9526383953536633e-05,0.00011620059749527472,0.3055555555555556,0.15236426946877085,9,0,0.0
CCL4,0.0009593841022296532,0.00016402926079472284,0.32051282051282054,0.16788819253272622,13,0,0.01
CCL19,5.311627080324093e-05,0.00017074377838375597,0.26373626373626374,0.15242726082071267,14,0,0.0
CCL25,1.4646555492995212e-06,7.45110767708634e-05,0.2,0.1349504134015602,5,0,0.0
CCL27,4.4661700134184215e-05,8.899607583211538e-05,0.2,0.13084658462031765,5,0,0.0
CXCL12,0.0016295504969411458,0.00023595266099274908,0.1871345029239766,0.1788740538228085,19,0,0.0
NR1D1,1.1873030383969771e-05,4.270879476580986e-05,0.0,0.1612036787730885,2,0,0.01
UNC119,0.00019063863020157964,0.00012546409880679284,0.0,0.07930373216764446,2,0,0.0
RRAS,3.995203663410054e-06,7.430668730622253e-05,0.3333333333333333,0.14001441709442705,3,0,0.0
SHOC2,0.0026160918738492227,0.00020371063057784175,0.2,0.16845871897373924,11,0,0.0
RALGDS,0.00014221247017202058,0.00012751924110944825,0.13333333333333333,0.1640503746217192,6,0,0.02
RRAS2,0.0,5.4073444972475406e-05,1.0,0.13985508347611192,2,0,0.0
SBDS,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
EFL1,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
CSN1S1,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
CSN2,0.0,0.00015724829451638727,0.0,0.00022975301550832856,2,0,0.0
MLX,0.0,7.863522992380673e-05,1.0,0.12623499221121742,2,0,0.0
MLXIPL,0.0001907169117647059,9.736705322743752e-05,0.3333333333333333,0.1490910966467612,3,0,0.0
MLXIP,0.0,7.863522992380673e-05,1.0,0.12623499221121742,2,0,0.0
TRAP1,0.0,4.0213726663255016e-05,0.0,0.000432996067688773,1,0,0.0
SDHB,0.0,0.00018904713407122084,0.47619047619047616,0.0008041355542791499,7,0,0.04
SUGP1,0.0,2.274612061873441e-05,0.0,0.1367682328902532,1,0,0.0
DDX49,9.535845588235295e-05,6.748382323218905e-05,0.0,0.13899173981015034,3,0,0.0
ABT1,0.0,3.674814871165835e-05,0.0,0.11891643157260871,1,0,0.0
GDF1,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
NODAL,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
SDF2,0.0,4.250948088847518e-05,0.0,0.12917615391907508,1,0,0.0
DNAJB11,0.0001907169117647059,0.00014578551302994847,0.3,0.15321509067119635,5,0,0.0
NCR1,8.773869520493331e-05,8.841434541007282e-05,0.2,0.1586032000059795,5,0,0.0
NRBF2,0.0,6.226022659158183e-05,1.0,0.16016636586088895,4,0,0.0
UVRAG,0.0010631229101222056,0.00012458527303784564,0.4722222222222222,0.1739835846464461,9,0,0.05
BECN1,0.003838600887734552,0.0004076471816455817,0.09523809523809523,0.18813865160332963,28,1,0.94
SNAPIN,0.0005949520444052156,0.00017295834963615867,0.45054945054945056,0.152913251620675,14,0,0.01
BECN2,1.865858522482132e-05,7.363507998852829e-05,0.8,0.16772112535603323,5,0,0.0
PIK3R4,1.8133191257760908e-05,0.0001086539690947941,0.6428571428571429,0.16895567581332954,8,0,0.0
SGPP1,0.0,7.383771743821995e-05,1.0,0.14782827768506204,5,0,0.0
PLPP3,0.0003280207329895979,0.00014130892540731722,0.5555555555555556,0.14850184827868293,10,0,0.02
SPHK2,0.0007694145828226049,0.00010171505874043097,0.2545454545454545,0.17070106548476188,11,0,0.0
PLPP2,0.0003280207329895979,0.00014130892540731722,0.5555555555555556,0.14850184827868293,10,0,0.02
SPHK1,0.000295171791090837,8.506867803160798e-05,0.6666666666666666,0.16375436989291586,6,0,0.0
SGPP2,0.0,7.383771743821995e-05,1.0,0.14782827768506204,5,0,0.0
PDIA3,0.0002673784260500229,0.000166287825106717,0.5512820512820513,0.1617118731605143,13,0,0.07
TAPBP,1.0933265141477235e-05,0.000148078480503305,0.6515151515151515,0.15848389181189623,12,0,0.03
PYDC1,0.0,2.879587426538138e-05,0.0,0.13582665425669224,1,0,0.0
NLRP12,1.1384069386385622e-05,0.00012381183742754756,0.75,0.15524731356972474,9,0,0.04
ERN1,0.00012206437570935762,5.964586162785617e-05,0.3333333333333333,0.16461803881742434,3,0,0.0
TNFRSF11A,4.873209257107098e-07,6.012807370863009e-05,0.6666666666666666,0.17646088606109483,3,0,0.0
GSTP1,0.00039078091574143317,5.159382535025127e-05,0.0,0.16236169380514687,3,0,0.0
RBCK1,0.00018883631325485135,0.00016032403569911778,0.44871794871794873,0.18309343620293617,13,0,0.05
MAP3K5,0.00029460406745620204,9.236777885037453e-05,0.13333333333333333,0.17942354830045626,6,0,0.0
TNFRSF13C,6.873833392547162e-05,7.230466699233249e-05,0.5,0.16707982612576547,4,0,0.0
SHARPIN,5.371896008194381e-06,0.0001122799287644449,0.7222222222222222,0.16732151750120267,9,0,0.0
RNF31,0.0026463325654006316,0.00019819358678339855,0.3742690058479532,0.19508209335700258,19,0,0.32
CD40,0.002565185186070742,0.0002333208111820295,0.1830065359477124,0.19919927807869253,18,0,0.04
USP48,0.0,2.795214695271564e-05,0.0,0.15747276957428794,1,0,0.0
YEATS4,4.169097128437478e-06,0.00012648899113431648,0.8961038961038961,0.18207621905066207,22,0,0.11
MORF4L2,0.0,9.999838233143443e-05,0.9705882352941176,0.17445695336317504,17,0,0.06
DMAP1,0.00015091486882727996,0.00014355446504872737,0.7536231884057971,0.18682778847260179,24,0,0.58
MBTD1,1.71621721679259e-05,0.00012647770668632773,0.8744588744588745,0.18284373496024553,22,0,0.13
MORF4L1,0.0008254524432589714,0.0002134711280240259,0.46169354838709675,0.18806667583837797,32,1,0.96
EPC2,0.0,8.9853769335054e-05,1.0,0.17440021939460165,15,0,0.0
VPS72,2.1158323656598104e-05,0.00010335624732111012,0.6911764705882353,0.18022936729774225,17,0,0.0
EPC1,1.9669941228666664e-06,0.00011623165340318292,0.9473684210526315,0.18201442212349278,20,0,0.1
MSL2,0.0,0.00010621071222649802,1.0,0.18200319082507715,18,0,0.18
MSL1,0.0,0.00010621071222649802,1.0,0.18200319082507715,18,0,0.18
MRGBP,0.0,9.999838233143443e-05,0.9705882352941176,0.17445695336317504,17,0,0.06
PIN1,3.6650587777004714e-06,5.845522185212422e-05,0.0,0.16725510124815426,3,0,0.0
HIPK2,0.00018306063286573532,8.583053064072473e-05,0.0,0.1821943116011613,4,0,0.0
IRF3,0.0002968582174299224,0.00014692780893524375,0.21212121212121213,0.18863799632330522,12,0,0.05
KIF17,0.0,2.437299027128209e-05,0.0,0.14664132994487425,1,0,0.0
TNPO1,0.003630894704985075,0.00022733161618080977,0.2706552706552707,0.1784196056323504,27,1,0.61
F2RL3,9.535845588235295e-05,7.217880917393153e-05,0.0,0.13871067111132432,2,0,0.0
F2R,0.0008932152026532984,0.00020064139256833997,0.45454545454545453,0.166805808596703,12,0,0.02
F2RL2,0.0,4.833257475207572e-05,0.0,0.11871063169908036,1,0,0.0
GFER,0.0001907169117647059,9.188648928304786e-05,0.0,0.12182911177014934,2,0,0.0
SAV1,0.0003347320879875406,0.00014854388312594044,0.2,0.14297351965638394,5,0,0.0
CHCHD4,9.535845588235295e-05,0.00010894835610113385,0.0,0.10612923540987336,2,0,0.0
SYNGR3,0.0,3.3095071036901615e-05,0.0,0.14305326335626745,1,0,0.0
GNAL,0.0,8.287304497714185e-05,1.0,0.15055221450686268,4,0,0.0
TICAM1,6.619874252744554e-05,0.00011431152878637242,0.39285714285714285,0.17070600518049603,8,0,0.0
CASP10,1.7920388947814739e-06,0.00010475097812125973,0.8571428571428571,0.1648756930328517,8,0,0.01
TICAM2,0.0,4.223315487407834e-05,1.0,0.1636498854557217,2,0,0.0
MON1B,0.0,0.00010764294546944699,1.0,0.0003676048248133257,3,0,0.0
MON1A,0.0,0.00014093864723008936,0.6666666666666666,0.0004595060310166571,4,0,0.0
CCZ1,0.0,0.00014093864723008936,0.6666666666666666,0.0004595060310166571,4,0,0.0
RMC1,0.0,0.00010764294546944699,1.0,0.0003676048248133257,3,0,0.0
TUBB8,0.0,0.00011545273846923874,0.25,0.15432941139133532,9,0,0.0
MARVELD2,4.046482953609401e-05,0.00016690690042731607,0.24358974358974358,0.16249586593456192,13,0,0.01
TUBB,0.0001456070711515107,0.0001910740979753118,0.20915032679738563,0.16280979827843128,18,0,0.0
TUBB4B,0.0,0.00011545273846923874,0.25,0.15432941139133532,9,0,0.0
TUBB4A,0.0,0.00011545273846923874,0.25,0.15432941139133532,9,0,0.0
TUBB6,0.0,0.00011545273846923874,0.25,0.15432941139133532,9,0,0.0
HSPB1,0.001612529455209399,9.634273002169588e-05,0.047619047619047616,0.18416806909001907,7,0,0.0
CYCS,0.009587965279510136,0.000251442747446353,0.06666666666666667,0.17621314398011773,15,0,0.03
GNB2,1.1501015476755218e-07,0.00014719955577474733,0.6071428571428571,0.15058295905609193,8,0,0.0
PDC,0.0,5.0577895203060566e-05,1.0,0.14854298141722863,2,0,0.0
PTPN12,0.0,3.775713460769855e-05,0.0,0.13308413619596626,1,0,0.0
PEX1,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
PEX6,0.0,0.00015724829451638727,0.0,0.00022975301550832856,2,0,0.0
TUBGCP6,0.0007644301786953224,0.00014663156059243568,0.5897435897435898,0.180031355358208,13,0,0.12
TUBG1,3.184043506058979e-05,0.00010480348070530991,0.75,0.14785421377067523,8,0,0.0
TUBGCP5,0.0002562896438112913,0.00016008773535370604,0.5824175824175825,0.1722109887906116,14,0,0.02
MARK4,0.0,9.310464830522551e-05,1.0,0.1717597152721619,8,0,0.0
CENPJ,0.0033199447356950388,0.0001589355931483237,0.45454545454545453,0.1739989800614223,12,0,0.03
NEDD1,0.0007641903937218583,0.00011118304377120466,0.5833333333333334,0.14952568744353648,9,0,0.0
TUBGCP3,3.175901041088143e-05,9.402486222077723e-05,0.8095238095238095,0.14782086904609218,7,0,0.0
MZT1,0.0009295641568189174,0.00016816560787768687,0.5142857142857142,0.1801248067487756,15,0,0.12
TUBGCP4,0.0002562896438112913,0.00016008773535370604,0.5824175824175825,0.1722109887906116,14,0,0.02
BLOC1S2,0.0025982215244911323,0.00022821105230376774,0.3631578947368421,0.17263937433486687,20,0,0.25
MZT2B,0.00015385998758909392,0.00011358731300249413,0.8,0.1721808301282041,10,0,0.03
TUBGCP2,0.00012716342217558707,0.00012998467996734367,0.5555555555555556,0.14782827768506204,9,0,0.04
GGT1,0.0,0.00015724829451638727,0.0,0.00022975301550832856,2,0,0.0
GGT1-2,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
GGT5,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
